ID,Valores,Valores_codificados
10074,FAKE,0
10229,FAKE,0
8164,FAKE,0
4960,REAL,1
5022,REAL,1
6565,FAKE,0
8286,FAKE,0
8030,FAKE,0
10447,FAKE,0
4252,REAL,1
3541,REAL,1
2808,REAL,1
2455,REAL,1
9248,FAKE,0
1709,REAL,1
732,REAL,1
7717,FAKE,0
6652,FAKE,0
2236,REAL,1
6691,FAKE,0
8189,FAKE,0
2201,REAL,1
5453,FAKE,0
5424,FAKE,0
5594,FAKE,0
6056,FAKE,0
7,REAL,1
8295,FAKE,0
3448,REAL,1
7721,FAKE,0
2552,REAL,1
1073,REAL,1
1862,REAL,1
5441,FAKE,0
9387,FAKE,0
6536,FAKE,0
5033,REAL,1
5342,FAKE,0
1841,REAL,1
1136,REAL,1
6189,FAKE,0
3129,REAL,1
1336,REAL,1
7457,FAKE,0
6302,FAKE,0
9115,FAKE,0
7876,FAKE,0
5166,REAL,1
4290,REAL,1
9919,FAKE,0
9691,FAKE,0
4336,REAL,1
7614,FAKE,0
5108,REAL,1
7060,FAKE,0
7056,FAKE,0
6045,FAKE,0
8379,FAKE,0
1795,REAL,1
9975,FAKE,0
4628,REAL,1
4125,REAL,1
6116,FAKE,0
4152,REAL,1
7889,FAKE,0
1813,REAL,1
4885,REAL,1
5071,REAL,1
5952,FAKE,0
6021,FAKE,0
7159,FAKE,0
6569,FAKE,0
2637,REAL,1
6374,FAKE,0
1267,REAL,1
7725,FAKE,0
3266,REAL,1
895,REAL,1
2020,REAL,1
2512,REAL,1
3346,REAL,1
1750,REAL,1
1400,REAL,1
3663,REAL,1
5137,REAL,1
10463,FAKE,0
7937,FAKE,0
5382,FAKE,0
8964,FAKE,0
5823,FAKE,0
3404,REAL,1
9094,FAKE,0
125,REAL,1
2641,REAL,1
4614,REAL,1
2245,REAL,1
5998,FAKE,0
8017,FAKE,0
5761,FAKE,0
7802,FAKE,0
3033,REAL,1
8792,FAKE,0
3849,REAL,1
7521,FAKE,0
10100,FAKE,0
2608,REAL,1
9245,FAKE,0
5953,FAKE,0
4978,REAL,1
2191,REAL,1
5916,FAKE,0
7323,FAKE,0
4525,REAL,1
3956,REAL,1
1307,REAL,1
338,REAL,1
6127,FAKE,0
4333,REAL,1
2225,REAL,1
9885,FAKE,0
10063,FAKE,0
6284,FAKE,0
9556,FAKE,0
872,REAL,1
6228,FAKE,0
745,REAL,1
1692,REAL,1
1404,REAL,1
4310,REAL,1
5611,FAKE,0
9813,FAKE,0
2613,REAL,1
2055,REAL,1
9656,FAKE,0
8811,FAKE,0
8503,FAKE,0
6789,FAKE,0
5390,FAKE,0
7749,FAKE,0
4108,REAL,1
4902,REAL,1
6868,FAKE,0
9260,FAKE,0
4502,REAL,1
3970,REAL,1
4121,REAL,1
8432,FAKE,0
4036,REAL,1
5504,FAKE,0
8426,FAKE,0
5179,REAL,1
4882,REAL,1
2262,REAL,1
1646,REAL,1
4488,REAL,1
301,REAL,1
3838,REAL,1
6450,FAKE,0
3587,REAL,1
1866,REAL,1
2752,REAL,1
7655,FAKE,0
7188,FAKE,0
4189,REAL,1
4555,REAL,1
7855,FAKE,0
6741,FAKE,0
6355,FAKE,0
9842,FAKE,0
4863,REAL,1
5360,FAKE,0
3185,REAL,1
1637,REAL,1
9059,FAKE,0
8218,FAKE,0
3646,REAL,1
5338,FAKE,0
3787,REAL,1
7899,FAKE,0
2720,REAL,1
6365,FAKE,0
2071,REAL,1
6151,FAKE,0
3377,REAL,1
10494,FAKE,0
9713,FAKE,0
7009,FAKE,0
5037,REAL,1
5632,FAKE,0
4649,REAL,1
9772,FAKE,0
278,REAL,1
10312,FAKE,0
7675,FAKE,0
6839,FAKE,0
5709,FAKE,0
5130,REAL,1
6187,FAKE,0
7107,FAKE,0
7162,FAKE,0
9725,FAKE,0
1896,REAL,1
8107,FAKE,0
5314,FAKE,0
9417,FAKE,0
1390,REAL,1
3458,REAL,1
673,REAL,1
6438,FAKE,0
8579,FAKE,0
9836,FAKE,0
7085,FAKE,0
4847,REAL,1
4927,REAL,1
5736,FAKE,0
10413,FAKE,0
5597,FAKE,0
4037,REAL,1
8231,FAKE,0
2193,REAL,1
2830,REAL,1
2819,REAL,1
8410,FAKE,0
8253,FAKE,0
6983,FAKE,0
9423,FAKE,0
724,REAL,1
7043,FAKE,0
3658,REAL,1
10015,FAKE,0
5531,FAKE,0
6360,FAKE,0
5481,FAKE,0
8835,FAKE,0
10486,FAKE,0
10181,FAKE,0
5601,FAKE,0
3520,REAL,1
4499,REAL,1
5231,REAL,1
7116,FAKE,0
10517,FAKE,0
5389,FAKE,0
153,REAL,1
2484,REAL,1
3166,REAL,1
1736,REAL,1
5766,FAKE,0
3335,REAL,1
3976,REAL,1
4530,REAL,1
210,REAL,1
2561,REAL,1
453,REAL,1
9598,FAKE,0
9187,FAKE,0
2410,REAL,1
6699,FAKE,0
7627,FAKE,0
4487,REAL,1
4716,REAL,1
1003,REAL,1
5801,FAKE,0
7931,FAKE,0
977,REAL,1
2572,REAL,1
8855,FAKE,0
7932,FAKE,0
3007,REAL,1
5833,FAKE,0
1290,REAL,1
522,REAL,1
9759,FAKE,0
9832,FAKE,0
7005,FAKE,0
6300,FAKE,0
4634,REAL,1
7638,FAKE,0
142,REAL,1
8613,FAKE,0
9901,FAKE,0
5168,REAL,1
10045,FAKE,0
9542,FAKE,0
2794,REAL,1
7171,FAKE,0
2043,REAL,1
9887,FAKE,0
7475,FAKE,0
7836,FAKE,0
5425,FAKE,0
8900,FAKE,0
6849,FAKE,0
483,REAL,1
4613,REAL,1
7182,FAKE,0
8859,FAKE,0
2749,REAL,1
5406,FAKE,0
7570,FAKE,0
8904,FAKE,0
5016,REAL,1
2001,REAL,1
9721,FAKE,0
258,REAL,1
8582,FAKE,0
4694,REAL,1
9925,FAKE,0
10157,FAKE,0
9325,FAKE,0
1300,REAL,1
5391,FAKE,0
8141,FAKE,0
5454,FAKE,0
8694,FAKE,0
8053,FAKE,0
3050,REAL,1
9377,FAKE,0
8293,FAKE,0
7008,FAKE,0
989,REAL,1
6713,FAKE,0
1743,REAL,1
5574,FAKE,0
1257,REAL,1
2279,REAL,1
10086,FAKE,0
2993,REAL,1
6935,FAKE,0
3839,REAL,1
4227,REAL,1
2799,REAL,1
8350,FAKE,0
515,REAL,1
8808,FAKE,0
2249,REAL,1
7082,FAKE,0
3013,REAL,1
3388,REAL,1
4655,REAL,1
9817,FAKE,0
7900,FAKE,0
2776,REAL,1
340,REAL,1
359,REAL,1
7759,FAKE,0
2733,REAL,1
8757,FAKE,0
9218,FAKE,0
1542,REAL,1
4799,REAL,1
10289,FAKE,0
9727,FAKE,0
9621,FAKE,0
9695,FAKE,0
7437,FAKE,0
10417,FAKE,0
6457,FAKE,0
7030,FAKE,0
9013,FAKE,0
9509,FAKE,0
3825,REAL,1
4515,REAL,1
2747,REAL,1
6516,FAKE,0
9636,FAKE,0
7398,FAKE,0
3717,REAL,1
5205,REAL,1
6696,FAKE,0
7991,FAKE,0
1303,REAL,1
9051,FAKE,0
10200,FAKE,0
10009,FAKE,0
4214,REAL,1
2316,REAL,1
8411,FAKE,0
6143,FAKE,0
3262,REAL,1
9337,FAKE,0
8737,FAKE,0
4490,REAL,1
8062,FAKE,0
8622,FAKE,0
4021,REAL,1
4330,REAL,1
